,favorite_count,followers_count,friends_count,full_text,retweet_count,length
24,0,80,937,@foodpandaIndia @swiggy_in look at how @ZomatoIN serves you https://t.co/VGVKITcyHC,0,83
26,0,8,4,@zomatocare @Zomato Three days before I shared my alternate number within 3 mins after receiving your email. And till then response pending from your side. See the attached file. https://t.co/GIQKT0w9Nh,0,202
27,0,20,321,"Have a look at this review of Nosh, Supermart 1, DLF Phase 4 on @Zomato — https://t.co/Eosw1IFVdi
@zomatocare",0,109
28,0,87,146,@zomatocare @ZomatoIN @Zomato 1472153353 this is the order id. Your team. Has cancelled the order and forced me to re order. Believe my swiggy delivered it in 25min. You yourself are loosing the customer not cause of competition but cause of your poor inhuman support.,0,268
29,0,148,261,@zomatocare @ZomatoIN This is the order ID : 1010807894 and cancelled 10 minutes back. This is very very bad.,0,109
31,0,19,141,@zomatocare @Zomato @ZomatoIN (id: 1054397819) delivery time was 29 min .. you cancelled this order after 35 min of order.. this is not the 1st time you have done this.. you always deliver food 30min late than said time.,0,220
34,0,3,2,Pathetic service!! Pathetic customer support!!! I haven't received food and refund @swiggy_in is far better than zomato if things come to customer service @zomatocare is fraud https://t.co/VPhxZNdG93,0,199
36,0,19,141,@Zomato @ZomatoIN you have become worst..you always waste my time whenevr i order through you.,0,94
37,0,80,937,"@deepigoyal @pankajchaddah @zomatocare and set up customer service, some humans whom you can speak to if things go wrong https://t.co/0T27LhVwwU",0,144
40,0,3,2,@zomatocare Pathetic customer service and support!!!! I haven't received my food and refund,0,91
41,0,80,937,"@zomatocare @ZomatoIN @Zomato I demand that you not only compensate for wasting my time, spoiling my evening and my efforts gone behind escalating this issue. Such a shame.",0,172
43,0,25,83,"@montugarg1 @RoflRavish @swiggy_in @foodpandaIndia @ZomatoIN This site is controlled by LG Anil Baijal !! 
Your order is null and void !!",0,137
45,0,8,4,@zomatocare @Zomato Today is the 3rd day and no single revert received from you guys. If you don't want to refund that is fine but at least you should respond. And may I know the TAT for asap.,0,192
46,0,148,261,@ZomatoIN Worst service. Your CS is very very bad😡,0,50
48,0,3,31,@deepigoyal @Zomato @ZomatoIN @zomatocare  no response from your side and your employee is saying on chat only 1 item missing what type of service you all are providing so bad employee culture.Surely I will share all the chats done with your employee in FB.,0,257
49,0,87,146,This is third mistake of yours and similar pattern. Is this some kind of con company you a re running @ZomatoIN @Zomato @zomatocare  are you going to deliver the order or this time this issue shall be raised wider enough to teach you a lesson?,0,243
50,1,80,937,"@zomatocare @ZomatoIN @Zomato It's horrible, your business model is such that we cannot reach out to any physical human being and complain. There are robots replying your complaints with standard templates not providing you any resolution @ChiefSecyUP @SanjayAzadSln @Consumer2Court @ndtv @PrannoyRoyNDTV",0,304
52,0,89,195,@zomatocare @Zomato @ZomatoIN You are the mood killer. And you are responfing after a fucking 25 minutes? Wow. I’m filing a complaint!,0,134
55,0,87,146,"@ZomatoIN are you customer centric a little? Your delivery boy doesnot deliver and marks delivered. Then my order cancelled after 70minutes. Adn then asking me to raise a new order. That too at night 12am.
Is this some kind of joke to you?",0,239
56,0,93,279,@Zomato @zomatocare @sequoia #zomatosucks,0,41
57,0,93,279,"@ZomatoIN @zomatocare @rha_india You Also stand for cheating and pathetic service

#zomatosucks",0,95
59,0,93,279,"@deepigoyal @zomatocare Deep Goyal first improve ur service then claim all this, return my money deducted by fraud means

@SwiggyCares  should teach you few things on customer service

Hope u understand there is a reason why zomato orders also get delivered with swiggy branding:p",0,280
61,0,93,279,"@zomatocare Idiotic service, fraud restaurants and pathetic customer support sums up zomato

Wish the funding stops so that we all get relieved of this torture

#zomatosucks",0,173
62,0,93,279,"@zomatocare @Zomato Guess u guys are not going to understand things properly 

Let's meet in consumer court now",0,111
63,0,49,235,"@montugarg1 @RoflRavish @swiggy_in @foodpandaIndia @ZomatoIN @foodpandaIndia to swiggy se bhi gya guzra h..
sbse best h @ZomatoIN 
@ZomatoIN is best.",0,149
64,0,27,77,@Zomato @zomatocare @ZomatoIN Your third grade delivery service..if you don't want to take order then shut your company don't show bullshit adds,0,144
65,0,89,195,Hey @Consumer2Court I wanna file a consumer complaint against @Zomato @ZomatoIN kindly help!,0,92
66,1,80,937,"@ZomatoIN @Zomato @zomatocare really disgusted with the quality of food. hair spotted in the food that I ordered, made me throw up.strongly condemn such business practises. Moreover, unhappy to discover that customer service does not exist in India.relates to Order # 1137637205 https://t.co/smdoBtQOb9",0,302
67,0,27,65,"@zomatocare @Zomato @ZomatoIN Order ID - 1094071780.
Btw, the app says it’s still being prepared!",0,97
69,0,672,2160,@SwiggyCares @swiggy_in I ordered food around 9:30.Will i get food today itself? i guess now i should use @UberEats or @ZomatoIN for food https://t.co/rwij1RgT6D of the worse food delivery app ever.,0,198
70,0,16,71,@ZomatoIN @Zomato @zomatocare what a pathetic customer support agent and valets you hire. #youpissmeoff https://t.co/cdL4OchWpw,0,127
71,1,279,946,I reviewed Effingut and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/7qzOfCC8iO,0,83
73,0,80,183,I reviewed Blue Nile and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/8gBcbQtKcf,0,84
74,0,50,134,"@zomatocare @ZomatoIN And btw, seems like. You actually didn't and I guess my messages and tweets make this very clear. So please be already upfront about it and own your mistake.",0,179
75,0,27,65,"Thank you for existing @swiggy_in ! @Zomato is just fooling customers. But you, you really care. There was too much traffic on Swiggy today, had to order from @ZomatoIN and @faasos .Disappointed, yet again. @swiggy_in - Request you to be serviceable, no matter what!",0,266
76,0,2,92,@ZomatoIN an order was placed on 7th Oct to chanson due to some error and cancel in few minutes without any preparation and pick up. But zomato forfeit and grab my money .  Very very shame https://t.co/2ZuBboPbPO,0,212
77,0,3,31,"@deepigoyal @ZomatoIN @zomatocare My order no 1614454176, I have ordered spicy paneer meal but paratha is missing what the hell everytime you are doing mistake so bad service. Surely I will say my colleagues never go with zoma.",0,227
78,0,8,8,@ZomatoIN @zomatocare extremely bad experience with Zomato Amritsar. Order didn't deliver and the app says order delivered and my money is gone. Then some guy comes after 20 mins after I tell Zomato and delivers an incomplete order. I want a refund. Customer care very poor. https://t.co/PR6jE39KRP,0,298
79,0,89,195,@change.org can you come up with some petition to sign against @Zomato @ZomatoIN. The service sucks and they don’t even bother to reply to the complains.,0,153
80,0,80,183,I reviewed Dolchii and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/QZtYjwFLs8,0,82
81,0,50,134,@zomatocare @ZomatoIN What was more irritating was not the fact that I did not get food but the fact your customer support gave me zero response and that made me more frustrated and irritated. had to use @swiggy_in . You guys are the best @swiggy_in  @Zomato literally sucks,0,274
82,0,12,85,@zomatocare Looks like you almost forgot it. Here's the order id 1082272590,0,75
83,3,56,235,@BehrouzBiryani @deepigoyal @Zomato @ZomatoIN @zomatocare orderd behrouz biryani through zomato. Found plastic particle in behrouz biryani. This can happen only in India. https://t.co/67SG2MwQrR,2,194
84,0,50,134,@zomatocare @ZomatoIN Satisfactory. You literally kept someone hungry for 2 hours after that person had a long day of work. And post that the support from you was absolutely zero. I seriously wish your app disappears from the play store from tomorrow,0,250
85,0,52,373,Thanks @ZomatoIN for quick delivery. @foodpandaIndia u guys don't know where is the exact restaurant. @BehrouzBiryani @foodpandaIndia is spoiling your name too. They just established Ur new branch in Bengaluru. #sayNoToFoodPanda https://t.co/4PPgaYEkl2,0,252
87,0,50,134,@ZomatoIN Oh man! You guys are bad. Like really bad. Like bad than bad,0,70
88,0,80,183,I reviewed Rutba and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/VKDBB3nhi4,0,80
89,1,27,65,"I ordered from @Zomato for a friend with severe migraine today. I chose an outlet nearest to his place called @faasos. Having delivered at 10:03, I was told it’ll be delivered at 10:52. It’s 11:43 now. @ZomatoIN is not replying, @faasos isn’t replying too. Very disappointed! https://t.co/jNmlh0khcc",0,299
91,0,12,85,@zomatocare unable to reach you guys on customer care...no reply whatsoever😓,0,76
92,1,151,696,I reviewed The Kettlery Tea Bar &amp; Kitchen (@Premium_Teas) and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/z1qAMQKJwl,0,125
93,0,80,183,I reviewed Waikiki and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/H0aoAY6Vl0,0,82
94,0,30,558,@ZomatoIN @azhar7421 guess the right answer pls,0,47
95,0,40,329,I reviewed AMPM Café &amp; Bar and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/4nQQfJooQi,0,94
96,0,80,183,I reviewed 360 Degree - The Revolving Fine Dine Restaurant and rated it 5/5 on @ZomatoIN #LoveFood https://t.co/xwqqKDgcKH,0,122
98,0,2,11,@ZomatoIN  is NEW50 still working for new users?? Because I am a new user and I try that promo code in my account it doesn't apply when I ask the support they say that it no longer exists but in advertisements I get to see that the new customers can use NEW50. Can you clarify????,0,280
1,0,267,667,@RrTalwar @zomatocare Exam at 8:30 bro. 5 is the last order so had to.,0,70
2,0,131,4037,@Shashank9398 @zomatocare Bhai subah ke 5 baje kya order kar rahe ho,0,68
3,1,267,667,"Hi @zomatocare I am so done with you. This is after we have discussed this before, about the same restaurant. I got charged 30 Rs. Delivery charge on a restaurant which brands itself as free delivery and then they give you computer generated reply. https://t.co/v2BvFAcgpM",0,272
4,0,1066,769,@Dhichkyaaon @ZomatoIN Depends on availability of delivery agent too.. many would be back to their villages for the election freebies,0,133
8,1,75,324,"@Zomato @ZomatoIN 
I have ordered 2 chicken biryani from Zomato but delivered 1 veg biryani when I complained about it , first the asked pictures and they said they will add 157 Zomato credit in my wallet and When I queried again they said they can add maximum 115.but I paid 231 https://t.co/tr5NfsWzvt",1,303
10,0,380,913,"@zomatocare @Zomato You guys are really pathetic in responding to the customer problems, kindly understand the momentum of the issue money linked with Paytm Wallet deducted automatically stating some irrelevant transactions",0,223
11,1,17,154,"@ZomatoIN @zomatocare  customer care guys are like robots. I think they have been told not to understand what a customer says, just paste what u have copied. Attached is the reality at 3:20 A.M. Delhi.. @SwiggyCares u have an opportunity to grow here.. https://t.co/bsVqBSHIJt",0,276
12,0,3,72,No concreate response from customer care. Pathetic system thats show order on way despite still in kitchen. Pathetic. Better have refund on this or else its time to shift to swiggy @zomatocare https://t.co/OP3zoYgpkL,0,216
13,0,3,72,I have orderd on 2 am. Still order is not delivered. On app it shows that its in way and on othet hanf restaurant says that it is still in kithcen and when you try to take help from customer care this is how they help. No response Pathetic service. @ZomatoIN,0,258
14,1,37,180,@PalashVerma03 @ZomatoIN @zomatocare @swiggy_in @UberEats_IND They did the same to me brother,0,93
15,0,31,71,@ZomatoIN worst service delivering spoiled food and customer service over chat is so worst will never use Zomato @ZomatoIN,0,122
16,0,85,78,I reviewed Connie's Restaurant &amp; Steakhouse (@connniesbangalo1) and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/Ub7VVXFiMg,0,131
17,0,208,0,"Making a bollywood  short film.5 minute film.
Short film Name. Honeymoon couple
Need sponsor from @ZomatoIN @zomatocare",0,119
18,0,61,665,@zomatocare @zomatocare I'm available now!,0,42
19,0,61,665,@zomatocare @zomatocare still waiting for your call,0,51
22,0,2,12,@ZomatoIN Spoilled my sunday placed two order and requested no onion and garli since i am jain there were onions in both the orders. When i complained they didnt even refund me the half amount just gave me 36 zomato credits. https://t.co/VnLqwAWqMQ,0,248
23,0,12,24,@zomatocare @ZomatoIN didn't receive 30% cashback for winning prediction.. Had a chat with care but they didn't reply back.. Why these issues coming again and again.,0,165
24,0,28,179,"@zomatocare @ZomatoIN So I finally get a call back from Zomato Care (Bobby) at 1.55 AM, just to inform that Zomato cares for their customer and is happy to credit 105 Rupees in My Zomato credits. Thank you @Zomato @zomatocare @ZomatoIN .
#patheticzomatocare",0,257
27,0,44,366,"@zomatocare @ZomatoIN And had promised 2 update on the status of the same. The restaurant is still selling in ₹5 extra. If you guys are not going 2 take any action in that then, I've to make a move from my side,  as a customer I'm in my full rights 2 have proper updates on the issue I've printed out.",0,301
30,0,111,201,"@ZomatoIN @zomatocare

Do you guys handle complaints on this platform? If yes then kindly consider this one.",0,108
31,0,11,46,@zomatocare @Zomato 1337101533. Orderd 4 shawarma but got only 2,0,64
32,0,44,366,"@zomatocare @ZomatoIN Dear fellow beings if I'm not updated on the status of my complaint, then I'm am planning to escalate the current issue to National Consumer Helpline. 
Please refer to the tweet below.
P.S: I still have the bill with me.
https://t.co/EaInRk3wCL",0,266
34,0,26,29,@zomatocare @ZomatoIN My order was already cancelled and i received zomato credits so kudos to you for that. But i wanted to bring this to your notice as this conversation happened on ZOMATO.,0,191
36,0,26,29,"Hi @ZomatoIN @zomatocare.

I order quite a lot through Zomato, how true is this? https://t.co/0XSLdgAbq7",0,104
37,0,119,23,@zomatocare #Zomato #zomatoindia what happened you still don't have any reply https://t.co/lsxR72y11x,0,101
38,0,44,366,"@zomatocare @irbnee You guys have time to reply for this, but no time to update on this? https://t.co/EaInRk3wCL",0,112
39,0,71,115,@SwiggyCares should change the tagline from super lightning delivery to super slow delivery.@swiggy_in..learn something from @ZomatoIN,0,134
40,0,44,366,"@bhansalikaran @zomatocare @ZomatoIN They update u once, then no follow ups.... It's been 3 weeks that I'm waiting for an update,
https://t.co/EaInRk3wCL",0,153
41,0,119,23,@zomatocare #funny  #stupid reply it's a #shame that due to #sham of your delivery team your customer is paying the price https://t.co/rByYgSOGOK,0,145
42,0,24,308,@zomatocare Never wanted to trouble? What a joke,0,48
44,0,6,107,@zomatocare very worst service and no customer support.. they are busy in their own world . https://t.co/KuWarkXStX,0,115
45,0,267,298,@Zomato this is how you react with your customers you guyz did’nt solved my problem and given this answer 👇🏻 this is for sceond time you had delivered wrong order.... straight away uninstalling @deepigoyal @ZomatoIN,0,215
46,0,267,298,@ZomatoIN @Zomato this is how you react with your customers you guyz did’nt solved my problem and given this answer 👇🏻 this is for sceond time you had delivered wrong order.... straight away uninstalling @deepigoyal,0,215
47,2,24,308,One of worst experience with @ZomatoIN @zomatocare . Got no call and they have cancelled the order and then they have guts not refund the money. @swiggy_in and @UberEats_IND are way better with some ethics. #zomatofails,1,219
48,0,2594,320,@nidhis01 @ZomatoIN @zomatocare @Zomato Nishi Try @swiggy_in .. they have amazing service. plus IPL Offers is going on. @SwiggyCares,0,132
51,0,15,20,@zomatocare Thanks for your concern. My order no is 1357295922.,0,63
53,0,119,23,@ZomatoIN @zomatocare @Zomato you are #scamming your customers by leving #cancellation charges that to when your valet denies to deliver after reaching half way. #pathetic #unprofessional #cheaters you are. I have a call recording which I'll duely post. https://t.co/PUwhKoQD3y,0,277
55,0,15,20,It's very unfortunate to find #insects in food delivered from #Zomato.  @Zomato @ZomatoIN https://t.co/CSFXDl5zsy,0,113
56,0,28,179,@zomatocare @ZomatoIN Any update that I can expect?,0,51
57,0,16,111,@zomatocare @deepigoyal Highly highly disappointed with the service as no action was taken despite constantly following up with your team on mail as well as Twitter..I guess customer service is of no value to Zomato now,0,219
58,1,15,235,"Hey @ZomatoIN my account got permanently banned by your system.... If ordering  for two consecutive days and got that delivered with wrst packaging.. n for that review, my account banned. Bol do na yaar ki seedha 5 star do hmare food partners ko 😏
Shame!",0,254
59,0,98,99,"@zomatocare  @ZomatoIN I thought @SwiggyCares  was careless of their orders but at least they have courtesy to reply and say sorry, you guys are on another level of shameless food delivery app. 
No reply is the best reply according to you guys. 😂😂😂😂😂😂",0,251
60,1,50,401,"Hey guys dont order by @swiggy_in 
Their food quality and service is going down day by day @ZomatoIN is better option. Wrost food delivery app @SwiggyCares #swiggy #Zomato https://t.co/Y154GbIHSX",0,195
65,0,7,48,@zomatocare @ZomatoIN Its 1571269741....please let me know d status asap,0,72
67,0,15,131,@zomatocare @ZomatoIN #notozomato,1,33
68,1,27,118,"It's Pizza Time 🍕😋 on Sunday 🌃🌌
.
.
.
.
.
.
#pizza #pizzatime #on #sunday #sundayfunday #sundayvibes #sundaynight #sundaydinner #together #familytime #familyguy #zomato @ZomatoIN @Zomato #latenight #foodies #foodpic #Hyderabad https://t.co/EBZgCchtRy",0,250
70,0,7,141,@zomatocare I want my full amount back and there is no choice also have to face the consequences,0,96
71,0,4,108,@zomatocare @AJEETSI36334042 You think what you've served should make him happy? If you do then your service is really fucked up https://t.co/ZRBGA094fJ,0,152
72,0,41,85,@Ayush91798538 @ZomatoIN @Zomato @zomatocare @swiggy_in Extreme bad luck walks with you,0,87
73,0,98,99,"@zomatocare  @ZomatoIN  I can keep on tweeting and writing here and it would be of no use because all you say issend your 10 digit order number and then bye bye, never to see me again !!!! 
Fuck I'm so annoyed rn !!!!",0,217
74,0,98,99,"@zomatocare @ZomatoIN  how fucked up is your service, firstly it came an hour late and now the food is all mixed. 
The sugar syrup from gulab jamun is in my rice, Dal, paneer and the other bhaji. 
How am I supposed to eat this shit ?",0,233
78,0,12,103,"@zomatocare I just got a call after 1hr stating that restaurant is closed and they cannot help me with my order!! Now tell me whose fault is it? Bcz I paid online, I waited for an hour and Now u guys tell me I won't get my food.. Is it a habbit for you guys to keep on harrasing customer?",0,288
79,0,7,141,@zomatocare Pls contact me asap,0,31
82,0,10,4,@zomatocare @Zomato @Zomato as usual one of the worst service and will not recommend anybody.,0,93
83,0,7,141,@zomatocare received first wrong order only delivered 8 chapatis and the chicken was smelling bad and I have kept it pls take it asap and I am filing police complaint . https://t.co/Ss5g1GUvvA,0,192
86,0,12,20,"@zomatocare Contact on same number again and
You are asking for a mobike number on social platform 
Such an irresponsible behavior",0,130
87,0,2,7,"@ZomatoIN @zomatocare 
I want my money... I'm waiting such a long time ..!! What is this your service is truly bad ... https://t.co/ebtstGK8ji",0,142
88,0,28,179,"Thanks Zomato for sending ice cold pizza, which is also UN-eatable.
@zomatocare @ZomatoIN https://t.co/nsSiCSpYvg",0,113
90,0,52,59,@zomatocare Waiting for your response @Zomato @zomatocare @ZomatoIN,0,67
91,0,12,103,@Zomato @zomatocare everytime I order some issue is there. I ordered food 11.32pm and till now I haven't received it. As per your advertising delivery time is 20-30mins but here it's going to be a hour? What's going on Can u stop harassing me everytime. @consumercourtin https://t.co/3NjceeuA5e,0,294
92,0,6,60,@zomatocare @Zomato @ZomatoIN Thanks for spoiling my @dinner @Zomato @zomatocare @ZomatoIN,0,90
95,0,3,12,"@ZomatoIN i ordered chicken sandwich &amp; received veg sandwich 
No one responded",0,82
96,0,7,48,@ZomatoIN it has been an hr since i ordered but till now the person has not reached restaurant n support is nkt replying since 30 mins. Worst customer assistance by zomato,0,171
97,0,1,75,"@zomatocare @ZomatoIN @Zomato @zomatocare  it is now almost an hour to your ""we will get this checked right away""",0,113
4,0,206,104,You guys really fucked up @ZomatoGold @Zomato @ZomatoIN changing policies after people have already paid.,0,105
6,0,81,74,"@zomatocare How do you know the concern with my order Mr. D? But first, how do you my order?",0,92
7,0,289,1098,@zomatocare @ZomatoIN I sent this pic to food provider and they are refusing to give anything back..,0,100
9,0,1,55,@zomatocare Is this your policy of cheating customers by giving melted ice cream which is not in state of eating.,0,113
11,2,289,1098,What a gud service provided by @ZomatoIN . Bone in Paneer tika Masala and they are refusing to give my money back... https://t.co/B4KbGKF50x,0,140
12,0,1,55,@zomatocare most fraud and cheater company I had ever found.ordered id-1220627870.ordered ice cream received in completely melted condition but still your disgusted agents are providing excuses and not refunding my money.refund the money immediately without and delay,0,267
13,0,81,74,@zomatocare What has happened to your customer service standard which I use to be proud of? @deepigoyal Is success getting to the heads of my fvt. app employees?,0,161
14,0,196,133,@ZomatoIN @deepigoyal you changed your policies for the Gold membership midway. Real cool. #ZomatoGold,0,102
15,0,54,64,@ZomatoIN @Zomato @zomatocare is gold worth taking?,0,51
16,0,28,29,@ZomatoIN You really are 'hunger ki bajao anytime' wala team. Thanks for this late time delivery. https://t.co/11fnHsx25W,0,121
17,0,0,32,@zomatocare still nobody is replying on chats and nobody is helping me?,0,71
19,0,0,32,"@zomatocare Restaurant is also not responding to calls since a very very long time.
Im got really stucked in to this",0,116
20,0,0,32,"@zomatocare Please do not call me and reply over chat only please. Because its night and i cant talk on call.
But please get this issue resolved and back to me on chat im wating since hours on chat being online for a reply.

Please reply fast",0,242
21,0,31,91,"And that delivered fast @zomatoin .
.
#genius #creative #idea
#Mbastuff #mba
.
.
.
#marketingagency #inboundmarketing#marketingdeconteudo #marketingiklan #marketingdigital#marketingteam #marketingderede #marketingonline#marketingtips #internetmarketing #… https://t.co/7bFG7PRfVB https://t.co/zqOrYDUbUv",0,303
22,0,288,397,@AshaRangappa_ @fbcgop They couldn’t even edit out the @Zomato @ZomatoIN logo!,0,78
24,0,61,76,"@zomatocare Dont know what kind of chat support u have , they just dont listen to customer and just stick on one thing , told many times that i didnt get my order , Your team need to learn alot from @swiggy_in when it comes to support service. https://t.co/McZCmHaycy",0,267
25,0,95,1088,@ZomatoIN I'm not going to use @YouTubeIndia because YouTube is only for your shits.,0,84
26,0,1,37,@zomatocare @Zomato @ZomatoIN Sent again . Resolve it as soon as possible,0,73
27,0,7,84,"@zomatocare @ZomatoIN Nothing u do now can change my first and last experience with zomato

Restaurant directly delivered and had to pay double of what I was supposed to https://t.co/MHQV4noP1r",0,193
28,0,14,8,@ZeeNews @IndiaToday @zomatocare Pathetic service by Zomato making customer fool of there products they are charging customer without there consent https://t.co/6cJmETkFTy,0,171
29,0,14,8,@zomatocare @Zomato @ZomatoIN This is the response I am.getting from the Rep ita beter to go for Swiggy or Uber https://t.co/d2lCes6ouq,0,135
31,0,14,8,"@Zomato @ZomatoIN @zomatocare I have placed an Order by mistake and at the same time call Zomato support to cancel the order but the chat guy insisted me to accept the order.Why would I accept as I am cancelling it with in a minute ,pathetic services #9540080028 https://t.co/WYKkXz6Nna",0,286
32,0,1,37,@zomatocare @Zomato @ZomatoIN any update on this.,0,49
33,2,313,599,.@ZomatoIN I want my refund too . https://t.co/EcKYoTsosO,0,57
35,0,63,306,#FoodPanda is this a right way to provide public service? I ordered my food around 9pm &amp; it's now 1am but still it's showing that 'Chef at work'. Even I can't cancel my order as restaurant has confirmed. #UberEATS #swiggy #Zomato @foodpandaIndia @ZomatoIN @UberEats @UberEats_IND https://t.co/qF3xYEQxTj,0,307
36,0,1,37,@zomatocare @Zomato @ZomatoIN I don't have the orderId check with the contact number which I DM you.,0,100
38,0,7,84,"@ZomatoIN worst third class service 

Order food waited for 45 minutes and den the order was canceled just coz zomato delivery guy refused to deliver
Worst customer service as they denied help saying aab delivery boy nahi maan Raha tho hum Kya Kare

The same restaurant delivered",0,279
39,0,1,37,"@zomatocare Already DM the contact number , check and revert",0,60
40,0,1351,326,@zomatocare @ZomatoUAE Man am not complaining I really dont care about those 15 Dhs am just trying to share my experience so people know what would happen ordering from you,0,172
41,0,1,37,@zomatocare Such a pathetic company . Ordered food yesterday but was not placed and money got deducted . Called customer care he asked for card details Hell! Why he need my card details . You are making people fool .Refund  my money back  you 😠😠😠fraudsters.,0,257
43,0,1,37,"@Zomato @ZomatoIN #fraud Trying to made an order , order was not placed but the amount got deducted from my account. When i made a call to the customer care number 07001950093 , executive asked me for the card details when I denied giving the details , he instantly cut my call",0,277
44,0,4,1,@zomatocare @ZomatoIN @Zomato 3 days and no reply from your side call me at 8447266221,0,86
45,0,38,16,@zomatocare @ZomatoIN @Zomato This is what I get on your chat support now. So I should be happy that you have made a  commitment to serve me better the next time? https://t.co/mdr7ch3zvH,0,186
46,0,165,191,"Your support system sucks. And what's even worse is your platform and app support. Learn from @ZomatoIN .
Don't give mindless offers when most of them show Restaurant Closed while placing the order.",0,198
47,0,10,88,@zomatocare @Zomato Because of such instances I feel like ordering from other apps but don't want to because yours is a good one.. however your driver partners always need to mess it up.. and you guys have odd ways.. take tokens and soothe hunger 😡,0,248
49,0,10,88,"@zomatocare @Zomato Instance 1- 1373733835
Instance 2- Today 1207346297
The only thing that troubles me now is that I'm hungry and that's one mess you won't be able to help coz the customer service chat couldn't help. FYI both instances wait of 45 mins and more and then no delivery",0,282
50,0,38,16,"@zomatocare @ZomatoIN @Zomato @Zomato do you guys not know who's chatting when the person is already logged in and is on your app already. Do you still need to ask the user? And guess what, when I shared my mobile number, the guy tells me that it's not a registered mobile number. I'm amazed!",0,292
51,0,10,88,"@zomatocare so much for your reliability, if you guys can't provide orders don't accept them. Second instance where I'm facing issues with Tomato drivers not delivering my food and I've got to be hungry.. it's hard to believe they've issue coming to my place .. instance 2 .",0,274
52,0,38,16,@zomatocare @ZomatoIN 1532768940. You guys deserve an award in how not to treat your customers.,0,95
56,0,0,23,@zomatocare @Zomato please be fast my order id is 1486571895 and contact no is 7003421453,1,89
57,0,18,248,@zomatocare @ZomatoIN Let's chek it on your end because I didn't got any assistance,0,83
58,0,61,167,I reviewed The Bar Terminal (@Thebarterminal) and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/COiUGUx6Xm,0,109
59,0,20,75,I reviewed Ciclo Cafe and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/byDIWH5Rro,0,85
60,0,18,248,@ZomatoIN Today again same thing happened when your executive give ne the resolution but not listen me and closed the chat hear are the pics.... https://t.co/n6wujjD91Z,0,168
61,0,181,2947,"Deleting the @ZomatoIN app. I suggest you to do. They can have my 1500 bucks. Revenues badhaa lo, profit to aaj tak hua nai hai. Khush raho. 🤣

Time for @swiggy_in to bring something new! Surprise us Swiggy! 😎",0,209
63,0,18,248,@ZomatoIN Hi I am going to share few chat screenshot with you where your executive finished my chat before giving any response...I did't get any assistance on it https://t.co/ggLNtZ0pPq,0,185
65,0,38,16,"@ZomatoIN absolutely ridiculous service, guys. Placed an order, requested that the delivery guy didn't ring the bell, but he still did that. When I raised this over your chat support, I was asked to share my mobile number and order number - how terrible is that!",0,262
66,0,0,23,get me call right now @zomatocare @Zomato really pissed of with the services.,0,77
68,0,181,2947,@ZomatoIN cheaters! Looted us. You are worse man. Going to @swiggy_in now forever. @swiggy_in bring something like the #ZomatoGold but just not the cheating one!,0,161
69,0,20,75,I reviewed Martin's Corner and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/XkUmCSZXDC,0,90
70,0,7816,166,@prajjwal_me @rajmeh65 @raja5290 @dinakaran @Zomato @ZomatoIN @fssaiindia Is it like the green dot given to nonveg restaurant @FreshMenuIndia?,0,142
72,0,375,386,"@ShilpaIsTheBest @ZomatoIN @Zomato @zomatocare Well, people have paid up in advance.. :P",0,88
73,0,20,75,I reviewed Zeebop and rated it 4/5 on @ZomatoIN #LoveFood https://t.co/807XOwQqcw,0,81
74,0,59,365,@Zomato @zomatocare @ZomatoIN atleast have courtesy to reply customer when it's your fault.,0,91
75,0,375,386,"@ShilpaIsTheBest @ZomatoIN @Zomato @zomatocare They reverted on the app chat that it's a good change. .but the only point is, they didn't communicate anything to the people who've paid!",0,185
77,0,1900,3402,"@parth_cfc @zomatocare @ZomatoIN Me too the same. In fact, uninstalling the app now.",0,84
78,1,1900,3402,@zomatocare @taksh1994 @thebharatseva @ZomatoIN @Zomato You expect them to call you? Worst customer care. They are the new thugs,1,128
79,1,27,46,"@DopedSanta @ZomatoIN @WokExpressIndia Of course! A #WokExpress-ing our love for food 😋
#ZomatoGoldExperience",0,109
80,1,1900,3402,@satanscreation @ZomatoIN They delivered my French fries to someone else too. Looks like Zomato is organizing Treat a fellow citizen month,0,138
81,0,197,508,@atishvshinde @foodpandaIndia Meanwhile me ordering through @ZomatoIN and @swiggy_in like https://t.co/cbPve28tky,0,113
83,0,1900,3402,@satanscreation @zomatocare @ZomatoIN They have kept me waiting for 2 hours for French fries. I called up the restro n they had it prepared in 10.,0,146
84,0,375,386,@ShilpaIsTheBest @ZomatoIN @Zomato @zomatocare Yeah. Cheats!,0,60
85,0,7816,166,@Mehta_Rushabh @swiggy_in @UberEats_IND @ZomatoIN There are many cases where @Zomato does not let customers post cases of cockroaches in food in reviews,0,152
